,short_name,value_eur,wage_eur,preferred_foot,team_position,weak_foot,skill_moves,age,work_rate,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_positions,overall,potential
9044,G. Moncur,750000,4000,1,28,3,3,26,7,14.0,66.0,62.0,67.0,68.0,46.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,65,62,44,70,55,69,65,70,63,69,65,66,65,60,70,63,54,64,59,62,61,48,64,67,58,65,52,48,12,11,12,10,9,"CAM, CM, LM",66,67
9045,P. McEleney,750000,1000,1,0,4,3,27,8,11.0,78.0,60.0,64.0,68.0,55.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,58,57,56,65,62,66,66,61,60,67,73,82,84,65,70,64,57,70,68,60,46,53,63,69,61,71,55,47,7,11,12,8,15,CAM,66,67
9046,N. Dussenne,625000,5000,1,28,3,2,28,8,6.0,32.0,34.0,48.0,44.0,68.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,41,28,73,56,56,35,28,29,59,51,34,31,51,64,53,50,34,62,76,21,70,69,28,40,59,65,66,64,12,16,15,7,11,CB,66,67
9047,M. Harriman,650000,4000,1,26,3,2,27,0,2.0,78.0,53.0,58.0,64.0,61.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,64,51,55,59,50,61,54,51,56,61,79,77,81,57,79,54,82,79,66,56,59,61,58,55,44,58,62,61,11,8,7,13,10,"RB, LB, RWB",66,67
9048,T. Pietermaat,650000,4000,1,19,3,2,27,8,16.0,67.0,31.0,57.0,56.0,65.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,65,25,47,61,28,48,55,44,60,58,68,67,75,71,78,47,65,65,66,30,82,69,38,41,30,62,62,69,6,13,12,15,10,"CDM, CM",66,67
9049,N. Devlin,650000,2000,1,17,3,2,26,0,2.0,88.0,52.0,55.0,61.0,59.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,58,54,54,56,40,61,55,43,53,56,87,89,71,56,67,57,68,88,72,45,85,58,57,54,50,57,62,61,10,9,8,11,14,RB,66,67
9050,R. Wolski,750000,2000,1,21,3,4,27,7,21.0,66.0,62.0,68.0,69.0,34.0,53.0,10.0,10.0,10.0,10.0,10.0,10.0,69,61,48,67,63,68,67,67,66,69,71,62,80,60,74,68,69,47,49,61,64,44,62,69,45,66,32,30,10,14,10,9,14,"CAM, CM",66,67
9051,D. Rubio,750000,3000,1,27,3,3,27,8,11.0,65.0,72.0,57.0,70.0,36.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,52,72,67,63,70,69,61,42,49,70,67,64,73,68,75,74,70,74,61,68,66,23,72,58,74,66,40,40,7,12,11,15,9,"CAM, ST, RM",66,67
9052,N. Röseler,625000,3000,1,28,4,2,28,8,23.0,55.0,35.0,53.0,55.0,66.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,37,28,66,63,32,52,34,36,63,58,57,53,68,62,37,44,68,69,75,38,67,65,48,52,40,69,68,65,8,15,8,7,7,CB,66,67
9053,Sérgio Marakis,650000,2000,1,28,3,2,28,8,24.0,63.0,49.0,55.0,62.0,65.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,42,36,57,64,36,60,41,45,56,63,63,63,61,61,72,68,79,70,75,62,87,67,45,55,46,56,67,64,7,11,15,7,13,CDM,66,67
9054,B. Tashchy,775000,6000,1,28,4,3,26,6,24.0,67.0,63.0,60.0,64.0,35.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,56,64,64,66,60,65,65,47,54,70,68,67,55,63,44,64,54,68,82,60,59,35,63,61,55,63,42,38,7,15,9,15,10,"ST, CAM",66,67
9055,T. Boere,750000,2000,1,27,4,2,27,7,9.0,68.0,68.0,52.0,60.0,31.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,43,66,70,58,64,61,55,59,44,59,64,71,62,59,62,76,82,72,77,63,69,18,63,54,76,60,20,19,12,14,9,7,7,ST,66,67
9056,K. Pusch,750000,3000,0,0,3,2,27,8,10.0,67.0,64.0,65.0,66.0,55.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,55,61,56,70,71,61,65,62,62,69,67,67,74,68,71,68,71,78,66,66,51,60,63,67,56,62,57,48,10,7,14,7,11,"CAM, LM, CM",66,67
9057,F. Al Qarni,550000,8000,1,28,3,1,28,8,22.0,30.0,30.0,30.0,30.0,30.0,30.0,66.0,63.0,61.0,70.0,44.0,66.0,11,16,14,29,13,13,20,14,39,17,42,46,50,61,52,46,58,31,52,12,24,18,16,21,23,46,14,13,66,63,61,66,70,GK,66,67
9058,T. Schröck,650000,3000,1,28,3,2,27,8,21.0,67.0,63.0,58.0,59.0,65.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,57,53,70,63,74,58,51,47,60,61,62,71,57,58,57,76,77,82,78,74,69,62,53,51,47,58,67,59,16,9,11,10,11,"CB, CDM, CM",66,67
9059,S. Ohlsson,650000,5000,1,23,3,3,27,2,2.0,66.0,62.0,62.0,66.0,63.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,64,59,57,67,59,66,64,50,66,67,72,61,64,64,69,67,63,74,68,65,62,58,65,52,51,65,67,54,7,7,9,12,16,"RB, RWB, RW",66,67
9060,Kwon Kyung Won,625000,2000,0,18,2,2,28,3,15.0,54.0,37.0,58.0,59.0,63.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,55,34,66,63,32,57,36,36,61,59,67,43,69,63,45,47,77,71,83,30,68,54,47,61,41,48,69,66,15,13,14,14,10,"CB, CDM",66,67
9061,Y. Ono,750000,4000,1,28,4,4,27,8,11.0,72.0,59.0,63.0,69.0,40.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,57,55,62,67,60,68,61,57,62,68,74,71,77,63,76,61,80,66,63,66,59,35,64,65,61,67,31,27,15,9,9,11,13,"CAM, LM, CM",66,67
9062,L. Ojeda,500000,500,1,28,3,1,30,8,32.0,30.0,30.0,30.0,30.0,30.0,30.0,63.0,63.0,60.0,69.0,45.0,65.0,15,12,15,29,14,14,15,12,27,23,41,49,39,66,61,45,65,44,58,16,41,27,19,37,32,25,19,14,63,63,60,65,69,GK,66,67
9063,João Pedro,725000,3000,1,20,3,3,27,8,8.0,67.0,64.0,62.0,67.0,66.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,54,58,62,68,55,65,50,40,67,67,66,67,74,61,72,78,73,74,62,68,73,63,62,63,55,64,69,65,11,14,12,9,13,"CM, CDM",66,67
9064,D. Murillo,650000,500,1,28,2,3,26,2,26.0,76.0,37.0,57.0,65.0,59.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,66,34,49,63,40,64,34,34,45,66,78,75,71,54,74,52,81,73,68,22,53,66,57,56,37,55,63,64,12,13,13,11,8,RB,66,67
9065,B. Vides,750000,500,1,28,3,3,27,2,7.0,72.0,60.0,54.0,68.0,39.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,43,57,72,67,69,66,52,46,42,71,67,76,72,69,70,58,67,65,77,67,57,37,68,56,54,55,39,36,13,16,8,10,10,"ST, CAM",66,67
9066,L. Melano,750000,5000,1,28,3,3,27,7,12.0,82.0,62.0,61.0,67.0,32.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,61,61,62,63,63,67,64,35,61,67,85,80,74,65,50,64,61,72,70,62,59,24,65,62,56,51,29,28,13,15,16,7,9,"ST, RM, LM",66,67
9067,G. Karlen,750000,10000,1,28,3,2,27,8,17.0,68.0,65.0,51.0,60.0,32.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,32,68,65,56,66,57,57,50,46,62,66,70,63,67,62,64,70,61,74,60,63,35,70,65,65,65,35,18,15,13,15,13,13,"ST, CF",66,67
9068,Mario Barco,750000,3000,1,28,3,2,27,8,18.0,65.0,68.0,56.0,63.0,36.0,60.0,10.0,10.0,10.0,10.0,10.0,10.0,56,68,65,61,69,64,47,55,46,66,62,67,58,59,50,74,72,46,76,63,33,20,65,55,66,55,28,16,6,16,7,11,15,ST,66,67
9069,Michael Pinto,650000,3000,0,7,3,3,27,8,15.0,67.0,34.0,59.0,68.0,63.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,59,22,48,65,25,68,45,34,65,66,66,67,76,64,73,66,61,78,59,29,74,62,47,56,33,64,66,63,10,8,9,8,6,LB,66,67
9070,E. Boateng,750000,3000,0,21,2,3,26,2,20.0,90.0,59.0,59.0,67.0,41.0,58.0,10.0,10.0,10.0,10.0,10.0,10.0,55,59,30,65,57,64,58,44,55,63,91,90,90,59,90,67,61,62,57,57,56,38,57,61,46,55,49,38,10,12,11,12,14,"LM, RM",66,67
9071,S. Mockenhaupt,625000,3000,1,18,2,2,28,8,4.0,78.0,28.0,41.0,49.0,65.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,38,19,64,53,27,44,26,28,41,50,71,84,58,65,62,49,86,67,81,22,67,63,34,31,50,64,68,60,12,9,12,7,13,CB,66,67
9072,D. Mendoza,750000,5000,1,28,3,3,27,1,18.0,61.0,68.0,54.0,64.0,34.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,41,67,69,62,64,64,52,35,55,66,51,70,63,62,49,71,68,64,83,70,30,33,62,55,65,67,38,17,14,14,13,11,6,ST,66,67
9073,S. Dursun,625000,5000,1,28,2,2,28,6,14.0,62.0,39.0,52.0,54.0,64.0,75.0,10.0,10.0,10.0,10.0,10.0,10.0,57,37,67,57,40,52,50,44,56,54,60,64,56,62,57,39,60,68,80,39,75,64,46,39,42,59,65,62,14,8,8,15,7,"CB, RB",66,67
9074,J. Bajandouh,650000,9000,1,21,4,2,27,8,15.0,44.0,58.0,66.0,62.0,62.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,67,52,54,70,52,60,53,49,70,65,39,48,61,58,60,70,67,71,74,61,60,64,53,64,55,55,65,60,15,15,10,14,11,CDM,66,67
9075,A. Lundqvist,650000,2000,0,7,2,2,26,2,3.0,68.0,52.0,63.0,62.0,62.0,57.0,10.0,10.0,10.0,10.0,10.0,10.0,63,42,46,62,64,55,75,63,60,65,71,66,75,68,73,68,70,74,43,57,69,65,48,65,53,67,65,60,15,11,10,7,10,"LB, RB",66,67
9076,Sim Sang Min,650000,1000,0,7,3,3,27,8,34.0,72.0,47.0,59.0,67.0,60.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,67,50,38,63,30,67,50,39,57,64,75,69,71,66,71,43,68,72,69,47,70,67,67,55,39,60,62,62,9,13,13,7,13,LB,66,67
9077,Kim Yong Hwan,650000,1000,1,17,4,2,27,0,37.0,88.0,39.0,57.0,66.0,56.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,61,38,42,65,21,67,28,35,48,58,82,92,76,66,77,40,60,78,66,40,68,58,70,58,35,60,63,62,9,15,6,11,10,RB,66,67
9078,E. Miller,650000,2000,1,28,3,2,27,6,15.0,75.0,37.0,53.0,59.0,62.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,60,31,54,60,30,57,33,39,52,60,72,78,66,63,56,44,81,74,63,39,72,60,62,42,42,54,63,60,9,16,7,14,7,"RB, LB, LWB",66,67
9079,F. David,750000,2000,1,28,3,3,27,2,13.0,74.0,64.0,62.0,67.0,42.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,52,61,58,66,42,66,57,69,63,66,77,71,77,59,69,75,57,72,67,68,63,47,68,66,48,46,40,41,15,8,14,14,14,"CAM, ST",66,67
9080,Pablo Pérez,750000,3000,1,28,3,3,26,7,22.0,60.0,63.0,67.0,65.0,52.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,60,63,72,70,63,65,67,60,67,68,57,63,68,62,42,64,80,71,70,59,37,54,68,69,75,63,48,47,9,10,15,13,12,"CAM, RM, ST",66,67
9081,A. Vural,525000,4000,1,28,2,1,29,8,35.0,30.0,30.0,30.0,30.0,30.0,30.0,68.0,62.0,59.0,72.0,45.0,66.0,17,20,21,31,18,16,17,16,18,22,47,44,31,56,52,44,70,24,65,20,27,25,13,42,25,56,15,17,68,62,59,66,72,GK,66,67
9082,J. Salas,750000,3000,1,4,3,3,26,8,6.0,64.0,55.0,65.0,65.0,58.0,71.0,10.0,10.0,10.0,10.0,10.0,10.0,58,51,47,72,54,64,54,42,72,68,66,63,65,62,61,64,43,72,73,55,73,64,60,64,59,56,61,58,12,10,16,11,11,"CM, CDM",66,67
9083,S. Bolbat,650000,500,1,28,3,3,27,0,50.0,75.0,59.0,68.0,73.0,56.0,58.0,10.0,10.0,10.0,10.0,10.0,10.0,68,60,51,70,51,75,49,70,64,71,78,73,75,71,71,62,58,75,60,53,30,52,62,70,58,66,62,55,12,12,9,14,13,RB,66,67
9084,I. Rivera,775000,3000,1,28,4,3,25,2,10.0,76.0,55.0,64.0,69.0,43.0,49.0,10.0,10.0,10.0,10.0,10.0,10.0,66,44,41,64,57,66,68,61,62,66,70,80,87,57,88,66,72,65,33,62,62,36,65,65,65,65,40,35,8,12,15,10,10,"RM, CM",66,67
9085,A. Sjöberg,600000,3000,1,28,2,2,29,3,44.0,36.0,26.0,44.0,46.0,65.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,26,24,71,65,26,39,22,29,55,59,37,36,38,66,30,32,62,52,88,20,71,65,29,26,38,63,64,57,13,14,11,9,12,CB,66,67
9086,C. Carrillo,650000,1000,1,28,3,2,27,8,8.0,62.0,63.0,61.0,62.0,63.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,56,58,45,68,71,55,50,52,62,67,59,64,75,65,67,72,71,70,70,71,61,59,49,59,50,59,69,61,14,11,11,10,12,"CDM, CM",66,67
9087,M. Poletanović,750000,2000,1,28,3,3,26,8,20.0,57.0,64.0,65.0,64.0,60.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,58,60,64,69,63,64,63,65,68,67,55,58,62,61,60,68,63,71,68,70,65,64,64,65,55,63,56,56,15,14,15,11,13,"CM, CDM, CAM",66,67
9088,D. Milinković,750000,3000,1,19,4,3,26,8,7.0,75.0,56.0,62.0,68.0,25.0,54.0,10.0,10.0,10.0,10.0,10.0,10.0,66,58,43,65,50,69,64,39,60,65,78,73,72,61,77,62,33,52,65,49,36,22,61,61,45,64,17,22,7,13,7,11,12,"LM, LW",66,67
9089,A. Jakobsen,750000,2000,1,28,3,4,26,2,70.0,73.0,59.0,62.0,74.0,44.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,59,56,35,60,57,76,67,56,63,70,74,72,83,53,78,64,61,64,61,62,60,45,60,66,48,65,46,42,11,7,14,11,11,LM,66,67
9090,L. Ospina,600000,2000,1,28,2,2,29,8,31.0,38.0,23.0,35.0,35.0,67.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,27,16,69,48,22,28,28,22,23,42,35,41,36,61,37,37,67,57,85,18,69,63,30,34,36,55,71,67,9,11,12,12,10,CB,66,67
9091,D. Badji,750000,3000,0,27,2,3,27,7,9.0,77.0,62.0,47.0,66.0,38.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,44,65,71,59,52,67,39,39,24,66,74,80,67,64,62,66,84,75,76,53,65,19,62,52,61,61,39,34,15,10,8,10,11,"ST, LM",66,67
9092,M. Ajani,750000,3000,1,28,4,3,26,8,22.0,88.0,58.0,59.0,63.0,53.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,67,58,56,62,44,64,58,47,52,60,81,94,67,62,63,67,53,78,75,56,73,49,63,55,48,60,54,54,15,16,9,14,6,"RM, LM, RB",66,67
9093,K. Redondo,775000,3000,0,28,3,3,25,8,27.0,83.0,60.0,57.0,68.0,44.0,56.0,10.0,10.0,10.0,10.0,10.0,10.0,57,59,43,65,55,67,53,42,45,66,90,78,81,59,74,66,62,65,51,59,55,40,62,58,56,50,45,46,10,7,10,10,9,"LM, LW",66,67
9094,M. George,775000,2000,1,27,3,3,26,1,24.0,87.0,60.0,49.0,62.0,29.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,43,58,67,56,57,61,50,50,43,62,86,87,66,63,60,75,89,65,85,52,73,15,64,46,55,55,18,16,9,11,8,11,8,ST,66,67
9095,Olaetxea,750000,3000,1,19,3,3,27,2,8.0,61.0,68.0,59.0,68.0,38.0,51.0,10.0,10.0,10.0,10.0,10.0,10.0,35,68,47,69,54,75,57,40,62,60,62,61,60,64,67,74,57,52,57,66,32,19,60,68,75,53,41,35,9,12,13,6,7,"CAM, CM",66,67
9096,N. Antonitsch,625000,3000,1,8,2,2,28,6,5.0,58.0,31.0,42.0,41.0,66.0,80.0,10.0,10.0,10.0,10.0,10.0,10.0,24,21,62,54,29,31,27,24,41,44,55,60,63,50,67,52,75,77,84,33,73,66,24,46,41,55,69,67,5,6,7,14,8,"CB, RB",66,67
9097,T. Morita,525000,1000,1,28,3,1,29,8,1.0,30.0,30.0,30.0,30.0,30.0,30.0,66.0,63.0,63.0,65.0,28.0,67.0,11,7,13,25,5,14,12,14,27,19,27,29,27,63,26,47,34,18,31,9,19,8,7,59,16,21,14,10,66,63,63,67,65,GK,66,67
9098,Y. Ito,650000,3000,1,28,2,2,26,2,24.0,69.0,30.0,57.0,58.0,63.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,66,27,54,65,28,55,48,37,63,60,68,70,59,62,69,34,75,58,63,26,62,63,50,36,35,47,66,64,7,11,11,13,9,RB,66,67
9099,R. Harakawa,750000,2000,1,9,3,3,26,8,4.0,80.0,58.0,64.0,70.0,57.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,54,55,38,70,53,67,63,69,62,68,83,78,87,72,69,65,55,74,69,59,41,63,53,65,62,64,60,52,6,8,10,11,6,CM,66,67
9100,Jang Ho Ik,750000,2000,1,21,2,2,26,0,35.0,81.0,51.0,57.0,67.0,62.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,59,55,44,61,33,65,38,39,58,65,79,82,81,66,73,51,61,82,70,45,75,60,61,55,41,60,66,65,5,12,9,10,12,"RM, RB",66,67
9101,M. Finotto,750000,500,0,28,2,3,27,2,11.0,82.0,62.0,57.0,65.0,35.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,53,64,65,62,65,64,49,48,48,63,85,79,70,68,68,60,64,76,66,56,57,29,67,65,66,66,30,27,10,11,10,10,14,ST,66,67
9102,A. Delamea,600000,3000,1,8,3,2,29,3,19.0,55.0,32.0,48.0,56.0,66.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,36,29,64,66,26,58,28,22,63,50,58,53,53,67,61,44,71,63,71,29,74,69,25,27,39,53,63,62,6,8,14,13,6,CB,66,67
9103,J. Żubrowski,650000,3000,1,28,2,3,28,3,14.0,53.0,48.0,62.0,63.0,61.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,60,31,47,65,42,61,55,60,61,63,53,53,68,59,67,68,62,76,70,66,74,65,40,63,63,56,66,62,10,13,8,11,14,"CDM, CM",66,67
9104,T. Schwede,750000,3000,0,12,3,3,26,0,6.0,79.0,54.0,59.0,65.0,38.0,66.0,10.0,10.0,10.0,10.0,10.0,10.0,69,58,43,62,44,63,46,35,51,63,81,77,77,62,76,59,68,90,64,46,38,40,55,59,42,60,35,34,6,10,14,14,5,"LM, LWB",66,67
9105,M. Perg,625000,3000,1,18,2,2,28,8,25.0,49.0,30.0,39.0,41.0,66.0,77.0,10.0,10.0,10.0,10.0,10.0,10.0,33,28,65,52,32,32,26,27,38,52,54,44,39,55,54,39,78,68,80,23,78,64,27,30,47,64,70,65,15,11,6,8,10,"CB, RB",66,67
9106,W. Semedo,750000,2000,1,12,4,4,26,2,7.0,76.0,63.0,60.0,69.0,36.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,53,64,49,65,60,68,58,56,52,70,75,77,80,59,64,65,80,71,67,61,45,34,64,66,59,65,39,35,15,6,10,14,14,"LM, RM",66,67
9107,S. Strand,650000,2000,1,7,4,2,27,8,20.0,85.0,31.0,50.0,61.0,60.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,55,27,45,55,30,57,39,30,46,62,82,87,73,57,74,34,68,76,55,33,71,62,53,46,32,51,60,64,14,13,8,9,13,LB,66,67
9108,Y. Goto,750000,2000,1,0,3,3,27,2,14.0,79.0,63.0,66.0,66.0,36.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,62,62,58,68,63,66,64,61,67,64,82,77,71,65,74,66,64,71,65,60,56,29,65,65,62,63,46,39,12,8,13,13,6,"CAM, ST, CF",66,67
9109,E. Papa,650000,3000,1,28,2,2,27,0,67.0,66.0,60.0,61.0,66.0,62.0,72.0,10.0,10.0,10.0,10.0,10.0,10.0,57,58,56,67,62,63,53,48,61,68,67,66,73,65,70,63,71,80,72,62,64,65,55,60,56,61,67,60,7,11,12,13,14,"CDM, CM",66,67
9110,N. Roșu,750000,2000,0,19,3,3,26,8,23.0,68.0,63.0,68.0,69.0,50.0,61.0,10.0,10.0,10.0,10.0,10.0,10.0,63,64,42,69,66,69,66,65,67,68,66,70,74,60,68,67,56,67,58,59,64,55,65,72,58,68,51,50,9,8,6,8,15,"CM, CDM",66,67
9111,F. Oswald,525000,3000,1,5,4,1,29,8,25.0,30.0,30.0,30.0,30.0,30.0,30.0,68.0,64.0,62.0,64.0,23.0,66.0,12,7,13,27,6,14,13,14,21,10,23,23,25,60,45,47,55,17,77,5,24,8,7,29,19,27,10,14,68,64,62,66,64,GK,66,67
9112,C. Vega,750000,4000,1,28,3,2,26,8,5.0,66.0,54.0,65.0,63.0,64.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,56,52,52,74,52,62,56,45,70,69,65,67,50,66,68,66,54,71,65,41,69,61,57,64,65,68,70,67,5,10,11,15,14,"CM, CDM",66,67
9113,M. Da Luz,775000,500,1,21,3,3,25,8,31.0,79.0,64.0,59.0,69.0,30.0,51.0,10.0,10.0,10.0,10.0,10.0,10.0,61,65,51,62,60,68,63,55,52,70,82,76,73,60,74,67,48,63,51,60,38,20,61,58,58,58,32,37,5,7,7,8,7,RM,66,67
9114,M. Benkhemassa,725000,3000,0,19,3,3,27,2,24.0,61.0,57.0,64.0,64.0,61.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,53,60,57,69,41,65,47,48,70,66,57,65,53,59,74,54,60,68,60,59,68,60,65,68,49,49,70,61,10,14,8,8,13,CM,66,67
9115,Leo Coelho,650000,500,1,18,3,2,27,1,6.0,75.0,41.0,51.0,47.0,68.0,65.0,10.0,10.0,10.0,10.0,10.0,10.0,39,36,68,56,35,40,39,37,57,47,75,75,69,59,62,51,63,65,68,40,58,68,45,56,49,63,74,70,14,13,10,7,12,CB,66,67
9116,G. de los Santos,600000,500,1,18,2,2,29,5,6.0,52.0,45.0,47.0,51.0,65.0,70.0,10.0,10.0,10.0,10.0,10.0,10.0,39,45,57,58,28,39,38,37,45,61,64,43,68,69,68,48,70,67,69,46,78,70,51,41,41,65,69,61,10,9,11,13,14,CB,66,67
9117,A. López,650000,500,1,17,2,2,27,2,25.0,77.0,31.0,57.0,55.0,66.0,67.0,10.0,10.0,10.0,10.0,10.0,10.0,61,30,57,62,27,46,47,30,55,60,80,74,74,59,75,28,67,53,79,29,52,66,48,53,40,48,69,62,6,12,9,10,6,RB,66,67
9118,W. Godoy,750000,500,1,28,3,3,26,2,29.0,70.0,55.0,62.0,63.0,45.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,59,67,44,63,56,63,52,55,60,66,72,69,61,49,56,49,41,78,60,33,36,49,68,71,44,59,46,43,13,5,13,5,7,"RM, CM",66,67
9119,N. Viera,750000,500,1,28,3,2,27,1,17.0,67.0,67.0,48.0,61.0,26.0,64.0,10.0,10.0,10.0,10.0,10.0,10.0,38,72,75,58,65,62,42,37,42,58,65,68,68,58,59,68,68,61,77,57,36,18,65,50,62,60,23,19,10,12,13,6,14,ST,66,67
9120,H. Miyuki,725000,2000,1,28,3,2,27,8,29.0,62.0,55.0,66.0,66.0,58.0,61.0,10.0,10.0,10.0,10.0,10.0,10.0,57,51,42,70,43,65,58,60,67,67,66,59,71,59,75,63,64,70,56,60,61,64,60,70,46,62,57,47,15,13,11,10,10,"CM, CDM, CAM",66,67
9121,B. Saidani,650000,6000,1,19,3,2,27,3,36.0,51.0,45.0,52.0,54.0,65.0,78.0,10.0,10.0,10.0,10.0,10.0,10.0,41,45,59,63,35,50,43,32,53,63,40,60,54,58,45,53,69,79,81,38,72,68,45,51,46,59,70,63,8,8,10,5,12,CDM,66,67
9122,S. Boukhenchouche,650000,4000,1,28,3,2,28,8,25.0,53.0,42.0,57.0,60.0,64.0,76.0,10.0,10.0,10.0,10.0,10.0,10.0,46,34,61,68,39,56,56,41,59,67,59,48,65,58,50,55,55,75,80,49,73,64,38,53,40,61,66,64,5,6,11,9,6,CDM,66,67
9123,J. Puljić,775000,4000,1,27,5,2,26,8,21.0,69.0,67.0,57.0,64.0,23.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,52,67,62,62,61,64,56,68,42,66,70,68,57,63,60,69,66,68,62,68,52,25,66,63,65,60,16,11,14,11,10,8,11,ST,66,67
9124,J. Zules Caicedo,600000,4000,1,8,3,2,29,8,28.0,55.0,30.0,42.0,38.0,67.0,68.0,10.0,10.0,10.0,10.0,10.0,10.0,29,25,69,57,35,33,31,27,49,38,54,55,49,65,47,39,71,51,73,28,77,67,34,29,41,52,67,67,10,13,7,14,11,CB,66,67
9125,B. Letić,650000,3000,0,28,3,2,27,2,21.0,66.0,57.0,52.0,63.0,63.0,62.0,10.0,10.0,10.0,10.0,10.0,10.0,60,58,51,67,29,63,40,37,30,64,68,65,60,59,57,59,64,69,61,61,55,60,63,40,42,61,72,70,8,14,14,14,9,"LB, LM",66,67
9126,A. Farnerud,200000,1000,0,28,3,3,36,8,17.0,51.0,66.0,69.0,66.0,59.0,59.0,10.0,10.0,10.0,10.0,10.0,10.0,67,61,54,70,62,66,73,68,69,69,53,50,59,67,64,76,68,50,61,70,61,61,65,70,62,68,58,55,10,6,10,9,12,"CM, CAM",66,66
9127,E. Jakupović,170000,9000,1,21,2,1,35,8,35.0,30.0,30.0,30.0,30.0,30.0,30.0,66.0,66.0,64.0,65.0,30.0,66.0,11,12,12,39,15,11,11,14,34,22,29,31,37,59,45,48,66,31,60,11,45,24,11,52,22,62,12,11,66,66,64,66,65,GK,66,66
9128,M. Marić,130000,2000,1,1,4,2,36,5,5.0,32.0,57.0,49.0,45.0,68.0,73.0,10.0,10.0,10.0,10.0,10.0,10.0,39,52,69,53,40,38,52,58,56,56,32,32,37,63,56,68,34,70,79,57,73,70,45,45,80,62,68,61,13,8,13,14,6,CB,66,66
9129,C. Grindheim,200000,1000,1,4,4,3,36,6,7.0,34.0,59.0,69.0,66.0,56.0,69.0,10.0,10.0,10.0,10.0,10.0,10.0,65,53,63,71,62,65,69,68,68,67,35,34,61,78,73,70,62,60,75,61,66,60,64,68,55,76,50,48,8,6,9,11,16,"CM, CAM",66,66
